Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period,Footnotes
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whaia etahi hipanga hei whakaheke i te morea ki te umanga, na nga panga kikokiko o te panonitanga huarere - aua",Nga umanga katoa o Aotearoa,Orau,12,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,Mo te Katoa - aua,Nga umanga katoa o Aotearoa,Orau,..,2021,1 me 4 me 8
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,I rongo i nga panga kikokiko o te panonitanga huarere,Nga uepu Maori katoa,Orau,41,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,I whai wahi ki nga kaupapa kawanatanga,Nga uepu Maori katoa,Orau,35,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga kaiwhakahaere/te poari/nga kaimahi,Nga uepu Maori katoa,Orau,57,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga hoa whakataetae,Nga uepu Maori katoa,Orau,7,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga kaihaumi me nga kaipupuru hea,Nga uepu Maori katoa,Orau,24,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga kiritaki,Nga uepu Maori katoa,Orau,24,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Nga whakaaro o te ao tumatanui,Nga uepu Maori katoa,Orau,22,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Hei whakaheke i nga katinga ara tukutuku,Nga uepu Maori katoa,Orau,17,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Hei whakaranea i nga whainga wahi ka puta mai i te panonitanga huarere,Nga uepu Maori katoa,Orau,11,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Te morea pea o te hamene ki te koti,Nga uepu Maori katoa,Orau,4,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Tetahi atu,Nga uepu Maori katoa,Orau,11,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Kaore etahi atu huringa,Nga uepu Maori katoa,Orau,9,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Aua,Nga uepu Maori katoa,Orau,0,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,I rongo i nga panga kikokiko o te panonitanga huarere,Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,53,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,I whai wahi ki nga kaupapa kawanatanga,Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,35,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga kaiwhakahaere/te poari/nga kaimahi,Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,53,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga hoa whakataetae,Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,12,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga kaihaumi me nga kaipupuru hea,Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,24,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga kiritaki,Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,18,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Nga whakaaro o te ao tumatanui,Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,24,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Hei whakaheke i nga katinga ara tukutuku,Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,24,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Hei whakaranea i nga whainga wahi ka puta mai i te panonitanga huarere,Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,12,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Te morea pea o te hamene ki te koti,Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,12,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Tetahi atu,Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,C,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Kaore etahi atu huringa,Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,C,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Aua,Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,C,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,I rongo i nga panga kikokiko o te panonitanga huarere,Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,25,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,I whai wahi ki nga kaupapa kawanatanga,Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,25,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga kaiwhakahaere/te poari/nga kaimahi,Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,75,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga hoa whakataetae,Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,C,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga kaihaumi me nga kaipupuru hea,Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,25,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga kiritaki,Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,50,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Nga whakaaro o te ao tumatanui,Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,25,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Hei whakaheke i nga katinga ara tukutuku,Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,25,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Hei whakaranea i nga whainga wahi ka puta mai i te panonitanga huarere,Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,C,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Te morea pea o te hamene ki te koti,Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,0,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Tetahi atu,Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,C,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Kaore etahi atu huringa,Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,0,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Aua,Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,0,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,I rongo i nga panga kikokiko o te panonitanga huarere,Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,18,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,I whai wahi ki nga kaupapa kawanatanga,Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,29,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga kaiwhakahaere/te poari/nga kaimahi,Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,59,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga hoa whakataetae,Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,C,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga kaihaumi me nga kaipupuru hea,Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,35,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga kiritaki,Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,24,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Nga whakaaro o te ao tumatanui,Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,18,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Hei whakaheke i nga katinga ara tukutuku,Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,6,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Hei whakaranea i nga whainga wahi ka puta mai i te panonitanga huarere,Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,C,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Te morea pea o te hamene ki te koti,Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,0,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Tetahi atu,Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,12,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Kaore etahi atu huringa,Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,12,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Aua,Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,C,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,I rongo i nga panga kikokiko o te panonitanga huarere,Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,63,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,I whai wahi ki nga kaupapa kawanatanga,Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,38,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga kaiwhakahaere/te poari/nga kaimahi,Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,63,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga hoa whakataetae,Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,C,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga kaihaumi me nga kaipupuru hea,Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,C,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga kiritaki,Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,38,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Nga whakaaro o te ao tumatanui,Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,25,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Hei whakaheke i nga katinga ara tukutuku,Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,25,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Hei whakaranea i nga whainga wahi ka puta mai i te panonitanga huarere,Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,25,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Te morea pea o te hamene ki te koti,Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,0,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Tetahi atu,Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,C,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Kaore etahi atu huringa,Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,C,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Aua,Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,0,2021,1 me 2 me 3 me 4
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,I rongo i nga panga kikokiko o te panonitanga huarere,Era atu hinonga Maori,Orau,29,2021,1 me 2 me 5
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,I whai wahi ki nga kaupapa kawanatanga,Era atu hinonga Maori,Orau,10,2021,1 me 2 me 5
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga kaiwhakahaere/te poari/nga kaimahi,Era atu hinonga Maori,Orau,24,2021,1 me 2 me 5
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga hoa whakataetae,Era atu hinonga Maori,Orau,4,2021,1 me 2 me 5
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga kaihaumi me nga kaipupuru hea,Era atu hinonga Maori,Orau,10,2021,1 me 2 me 5
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga kiritaki,Era atu hinonga Maori,Orau,16,2021,1 me 2 me 5
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Nga whakaaro o te ao tumatanui,Era atu hinonga Maori,Orau,22,2021,1 me 2 me 5
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Hei whakaheke i nga katinga ara tukutuku,Era atu hinonga Maori,Orau,10,2021,1 me 2 me 5
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Hei whakaranea i nga whainga wahi ka puta mai i te panonitanga huarere,Era atu hinonga Maori,Orau,16,2021,1 me 2 me 5
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Te morea pea o te hamene ki te koti,Era atu hinonga Maori,Orau,C,2021,1 me 2 me 5
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Tetahi atu,Era atu hinonga Maori,Orau,14,2021,1 me 2 me 5
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Kaore etahi atu huringa,Era atu hinonga Maori,Orau,16,2021,1 me 2 me 5
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,Aua,Era atu hinonga Maori,Orau,0,2021,1 me 2 me 5
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,I rongo i nga panga kikokiko o te panonitanga huarere,Nga umanga katoa o Aotearoa,Orau,17,2021,1 me 2 me 6
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,I whai wahi ki nga kaupapa kawanatanga,Nga umanga katoa o Aotearoa,Orau,6,2021,1 me 2 me 6
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga kaiwhakahaere/te poari/nga kaimahi,Nga umanga katoa o Aotearoa,Orau,26,2021,1 me 2 me 6
Ripanga 24,"Ko nga take matua i whaia e nga umanga etahi mahi e pa ana ki te panonitanga ahuarangi, a-momo umanga",Ma te momo umanga,He akinga na nga hoa whakataetae,Nga umanga katoa o Aotearoa,Orau,6,2021,1 me 2 me 6
